"Date 
Issued",Project ID,Cooperative/ Aggregate ID,"Project 
Name",Project Developer,Project Owner,Project Type,Protocol Version,ARB Eligible,CORSIA Eligible,Vintage,"Issuance 
Year",Total Offset Credits Issued,Offset Credits Currently in Reserve Buffer Pool,Offset Credits Intended for ARB Buffer Pool,Offset Credits Converted to VCUs,Canceled for ARB Compliance,Canceled,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verification Body,Project Website
5/10/19,CAR1209,,Blue Source-Wolf River Improved Forest Management Project,"Blue Source, LLC","Blue Source, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,21020,,,,21020,,"Antigo, WI",WISCONSIN,US,,"S&A Carbon, LLC",
10/26/17,CAR1209,,Blue Source-Wolf River Improved Forest Management Project,"Blue Source, LLC","Blue Source, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2017,588728,,,,588728,,"Antigo, WI",WISCONSIN,US,,"Environmental Services, Inc.",
8/10/21,CAR1213,,Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2021,2021,34893,,,,34893,,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,"S&A Carbon, LLC",
8/10/21,CAR1213,,Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,2541,,,,2541,,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,"S&A Carbon, LLC",
11/21/19,CAR1213,,Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2019,24512,,,,24512,,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,"S&A Carbon, LLC",
12/10/18,CAR1213,,Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2018,26561,,,,26561,,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,"S&A Carbon, LLC",
10/8/18,CAR1213,,Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,13385,,,,13385,,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,"S&A Carbon, LLC",
1/13/18,CAR1213,,Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,1104787,,,,1104787,,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,"S&A Carbon, LLC",
3/2/21,CAR1215,,CF Ataya IFM,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,130833,,,,130833,,Campbell & Claiborne Counties,TENNESSEE,US,,"Ruby Canyon Environmental, Inc.",
6/12/20,CAR1215,,CF Ataya IFM,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,150031,,,,150031,,Campbell & Claiborne Counties,TENNESSEE,US,,"Ruby Canyon Environmental, Inc.",
8/8/19,CAR1215,,CF Ataya IFM,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,115662,,,,115662,,Campbell & Claiborne Counties,TENNESSEE,US,,"Ruby Canyon Environmental, Inc.",
5/18/18,CAR1215,,CF Ataya IFM,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,3224649,,,,3189873,34776,Campbell & Claiborne Counties,TENNESSEE,US,,"S&A Carbon, LLC",
9/25/19,CAR1217,,Finite Carbon - West Grand Lake IFM,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,28657,,,,28657,,Washington County,MAINE,US,,"Environmental Services, Inc.",
9/25/19,CAR1217,,Finite Carbon - West Grand Lake IFM,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2019,8155,,,,8155,,Washington County,MAINE,US,,"Environmental Services, Inc.",
9/25/19,CAR1217,,Finite Carbon - West Grand Lake IFM,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2019,35772,,,,35772,,Washington County,MAINE,US,,"Environmental Services, Inc.",
5/17/16,CAR1217,,Finite Carbon - West Grand Lake IFM,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2015,2016,599217,,,,599217,,Washington County,MAINE,US,,"Environmental Services, Inc.",
5/10/16,CAR1219,,Coolgas 2015-3,"COOLGAS, INC.","COOLGAS, INC.",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2015,2016,108622,,,,108622,,Bowling Green,OHIO,US,,"SES, Inc.",www.coolgas.com
8/2/16,CAR1222,,Coolgas 2016-1,"COOLGAS, INC.","COOLGAS, INC.",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2016,145594,,,,145594,,Bowling Green,OHIO,US,,"Ruby Canyon Environmental, Inc.",www.coolgas.com
11/2/20,CAR1232,,Yippee Farms,"NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2020,2020,2244,,,,2244,,Columbia,PENNSYLVANIA,US,,"Agri-Waste Technology, Inc.",
11/2/20,CAR1232,,Yippee Farms,"NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2020,5437,,,,5437,,Columbia,PENNSYLVANIA,US,,"Agri-Waste Technology, Inc.",
4/11/19,CAR1232,,Yippee Farms,"NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2019,2671,,,,2671,,Columbia,PENNSYLVANIA,US,,"Ruby Canyon Environmental, Inc.",
1/31/19,CAR1232,,Yippee Farms,"NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,7280,,,,7280,,Columbia,PENNSYLVANIA,US,,"Ruby Canyon Environmental, Inc.",
1/31/19,CAR1232,,Yippee Farms,"NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2019,4204,,,,4204,,Columbia,PENNSYLVANIA,US,,"Ruby Canyon Environmental, Inc.",
3/7/17,CAR1232,,Yippee Farms,"NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,9696,,,,9696,,Columbia,PENNSYLVANIA,US,,"Agri-Waste Technology, Inc.",
11/4/16,CAR1233,,Port of Tillamook Bay Regional Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2016,22294,,,,20133,2161,Tillamook Bay,OREGON,US,,"SES, Inc.",
9/26/16,CAR1234,,DPC Domestic ODS Destruction Project #23,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2016,22548,,,,22548,,Heritage Thermal Services,OHIO,US,,"Ruby Canyon Environmental, Inc.",www.divpc.com
8/30/16,CAR1235,,DPC Domestic ODS Destruction Project #25,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2016,101950,,,,101950,,Bowling Green,OHIO,US,,"SES, Inc.",www.divpc.com
8/23/16,CAR1236,,A-Gas Americas 2016-2,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2016,181191,,,,181190,1,Bowling Green,OHIO,US,,"SES, Inc.",www.agasamericas.com
12/2/20,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.1,No,No,2020,2020,944,12,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/2/20,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.1,No,No,2019,2020,965,12,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
1/24/20,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2019,2020,948,12,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
1/24/20,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2018,2020,965,12,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/25/18,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2018,2018,946,12,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/25/18,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2017,2018,1910,24,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
7/12/18,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2016,2018,1949,24,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
7/12/18,CAR1237,,Raven's Nest Nature Preserve,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2015,2018,59,1,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/2/20,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.1,No,No,2020,2020,3156,52,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/2/20,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.1,No,No,2019,2020,3224,53,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
1/24/20,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2019,2020,3144,52,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
1/24/20,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2018,2020,3197,53,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/25/18,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2018,2018,3086,52,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
12/25/18,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2017,2018,6223,106,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
7/12/18,CAR1238,,Heartland Ranch Phase 1,Southern Plains Land Trust,Southern Plains Land Trust,Avoided Grassland Conversion,Version 2.0,No,No,2016,2018,2851,47,,,,,Bent County,COLORADO,US,,SCS Global Services,Southern Plains Land Trust
10/24/16,CAR1239,,Coolgas 2016-3,"COOLGAS, INC.","COOLGAS, INC.",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2016,133239,,,,133239,,"Bowling Green, Ohio",OHIO,US,,"Ruby Canyon Environmental, Inc.",
12/6/16,CAR1240,,A-Gas O'Hare,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2016,111348,,,,111348,,Bowling Green,OHIO,US,,SCS Engineers,www.agasamericas.com
1/30/17,CAR1242,,Perfect Cycle ODS-2,"Perfect Score Too, LTD","Perfect Score Too, LTD",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2017,42233,,,,42233,,"Bowling Green, Ohio",OHIO,US,,"SES, Inc.",
3/2/17,CAR1243,,DPC Domestic ODS Destruction Project #27,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2016,2017,54382,,,,54382,,Heritage Thermal Services,OHIO,US,,"Ruby Canyon Environmental, Inc.",www.divpc.com
10/24/17,CAR1244,,DPC Domestic ODS Destruction Project #26,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2017,2017,110990,,,,110990,,Bowling Green,OHIO,US,,"S&A Carbon, LLC",www.divpc.com
9/30/20,CAR1245,,Van Steyn Dairy Digester,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2020,2842,,,,2842,,Sacramento County,CALIFORNIA,US,,"Ruby Canyon Environmental, Inc.",
2/24/18,CAR1245,,Van Steyn Dairy Digester,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,5572,,,,5572,,Sacramento County,CALIFORNIA,US,,"First Environment of California, Inc.",
11/23/21,CAR1246,,Woodcrest Dairy Digester,"Camco Offsets I, LLC","Camco Offsets I, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2021,2021,11043,,,,,,Ogdensburg,NEW YORK,US,,Dillon Consulting,
2/4/21,CAR1246,,Woodcrest Dairy Digester,"Camco Offsets I, LLC","Camco Offsets I, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2020,2021,12134,,,,12134,,Ogdensburg,NEW YORK,US,,"Agri-Waste Technology, Inc.",
8/29/19,CAR1246,,Woodcrest Dairy Digester,"Camco Offsets I, LLC","Camco Offsets I, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2019,10162,,,,10162,,Ogdensburg,NEW YORK,US,,Dillon Consulting,
10/8/18,CAR1246,,Woodcrest Dairy Digester,"Camco Offsets I, LLC","Camco Offsets I, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2018,11920,,,,11920,,Ogdensburg,NEW YORK,US,,"Agri-Waste Technology, Inc.",
10/20/17,CAR1246,,Woodcrest Dairy Digester,"Camco Offsets I, LLC","Camco Offsets I, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2017,8323,,,,6193,2130,Ogdensburg,NEW YORK,US,,"GHD Services, Inc.",
9/17/21,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2021,2021,4987,113,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
9/17/21,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2020,2021,5979,135,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
10/20/20,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2020,2020,5535,114,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
10/20/20,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2019,2020,6602,135,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
9/27/19,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2019,2019,5501,113,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
9/27/19,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2018,2019,6602,135,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
1/18/19,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2018,2019,5494,113,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
1/18/19,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2017,2019,12120,249,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
1/18/19,CAR1247,,Bluesource - Carroll Avoided Grassland Conversion Project,"Blue Source, LLC","Carroll MT Properties, LLC",Avoided Grassland Conversion,Version 1.0,No,No,2016,2019,6593,135,,,,,"Valley County, MT",MONTANA,US,,"Ruby Canyon Environmental, Inc.",
3/7/17,CAR1248,,Coolgas 2016-4,"COOLGAS, INC.","COOLGAS, INC.",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2017,2017,96564,,,,96564,,Bowling Green,OHIO,US,,"Ruby Canyon Environmental, Inc.",www.agas.com
3/9/17,CAR1249,,A-Gas Americas 2017-1,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2017,2017,141207,,,,141207,,Bowling Green,OHIO,US,,SCS Engineers,www.agas.com
